image_id,label,original_class,split,organized_image_file_path,original_image_file_path,organized_mask_file_path,original_mask_file_path
benign (289).png,0,benign,train,./mmibc/busi/images/train/benign/benign (289).png,./data/ultrasound/images/benign/benign (289).png,./mmibc/busi/masks/train/benign/benign (289)_mask.png,./data/ultrasound/masks/benign/benign (289)_mask.png
benign (406).png,0,benign,train,./mmibc/busi/images/train/benign/benign (406).png,./data/ultrasound/images/benign/benign (406).png,./mmibc/busi/masks/train/benign/benign (406)_mask.png,./data/ultrasound/masks/benign/benign (406)_mask.png
malignant (157).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (157).png,./data/ultrasound/images/malignant/malignant (157).png,./mmibc/busi/masks/train/malignant/malignant (157)_mask.png,./data/ultrasound/masks/malignant/malignant (157)_mask.png
benign (372).png,0,benign,train,./mmibc/busi/images/train/benign/benign (372).png,./data/ultrasound/images/benign/benign (372).png,./mmibc/busi/masks/train/benign/benign (372)_mask.png,./data/ultrasound/masks/benign/benign (372)_mask.png
benign (403).png,0,benign,train,./mmibc/busi/images/train/benign/benign (403).png,./data/ultrasound/images/benign/benign (403).png,./mmibc/busi/masks/train/benign/benign (403)_mask.png,./data/ultrasound/masks/benign/benign (403)_mask.png
normal (70).png,0,normal,train,./mmibc/busi/images/train/benign/normal (70).png,./data/ultrasound/images/normal/normal (70).png,./mmibc/busi/masks/train/benign/normal (70)_mask.png,./data/ultrasound/masks/normal/normal (70)_mask.png
malignant (9).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (9).png,./data/ultrasound/images/malignant/malignant (9).png,./mmibc/busi/masks/train/malignant/malignant (9)_mask.png,./data/ultrasound/masks/malignant/malignant (9)_mask.png
malignant (67).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (67).png,./data/ultrasound/images/malignant/malignant (67).png,./mmibc/busi/masks/train/malignant/malignant (67)_mask.png,./data/ultrasound/masks/malignant/malignant (67)_mask.png
malignant (21).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (21).png,./data/ultrasound/images/malignant/malignant (21).png,./mmibc/busi/masks/train/malignant/malignant (21)_mask.png,./data/ultrasound/masks/malignant/malignant (21)_mask.png
benign (14).png,0,benign,train,./mmibc/busi/images/train/benign/benign (14).png,./data/ultrasound/images/benign/benign (14).png,./mmibc/busi/masks/train/benign/benign (14)_mask.png,./data/ultrasound/masks/benign/benign (14)_mask.png
malignant (186).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (186).png,./data/ultrasound/images/malignant/malignant (186).png,./mmibc/busi/masks/train/malignant/malignant (186)_mask.png,./data/ultrasound/masks/malignant/malignant (186)_mask.png
benign (16).png,0,benign,train,./mmibc/busi/images/train/benign/benign (16).png,./data/ultrasound/images/benign/benign (16).png,./mmibc/busi/masks/train/benign/benign (16)_mask.png,./data/ultrasound/masks/benign/benign (16)_mask.png
normal (89).png,0,normal,train,./mmibc/busi/images/train/benign/normal (89).png,./data/ultrasound/images/normal/normal (89).png,./mmibc/busi/masks/train/benign/normal (89)_mask.png,./data/ultrasound/masks/normal/normal (89)_mask.png
benign (149).png,0,benign,train,./mmibc/busi/images/train/benign/benign (149).png,./data/ultrasound/images/benign/benign (149).png,./mmibc/busi/masks/train/benign/benign (149)_mask.png,./data/ultrasound/masks/benign/benign (149)_mask.png
benign (277).png,0,benign,train,./mmibc/busi/images/train/benign/benign (277).png,./data/ultrasound/images/benign/benign (277).png,./mmibc/busi/masks/train/benign/benign (277)_mask.png,./data/ultrasound/masks/benign/benign (277)_mask.png
malignant (108).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (108).png,./data/ultrasound/images/malignant/malignant (108).png,./mmibc/busi/masks/train/malignant/malignant (108)_mask.png,./data/ultrasound/masks/malignant/malignant (108)_mask.png
benign (385).png,0,benign,train,./mmibc/busi/images/train/benign/benign (385).png,./data/ultrasound/images/benign/benign (385).png,./mmibc/busi/masks/train/benign/benign (385)_mask.png,./data/ultrasound/masks/benign/benign (385)_mask.png
malignant (121).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (121).png,./data/ultrasound/images/malignant/malignant (121).png,./mmibc/busi/masks/train/malignant/malignant (121)_mask.png,./data/ultrasound/masks/malignant/malignant (121)_mask.png
benign (156).png,0,benign,train,./mmibc/busi/images/train/benign/benign (156).png,./data/ultrasound/images/benign/benign (156).png,./mmibc/busi/masks/train/benign/benign (156)_mask.png,./data/ultrasound/masks/benign/benign (156)_mask.png
benign (138).png,0,benign,train,./mmibc/busi/images/train/benign/benign (138).png,./data/ultrasound/images/benign/benign (138).png,./mmibc/busi/masks/train/benign/benign (138)_mask.png,./data/ultrasound/masks/benign/benign (138)_mask.png
benign (218).png,0,benign,train,./mmibc/busi/images/train/benign/benign (218).png,./data/ultrasound/images/benign/benign (218).png,./mmibc/busi/masks/train/benign/benign (218)_mask.png,./data/ultrasound/masks/benign/benign (218)_mask.png
benign (95).png,0,benign,train,./mmibc/busi/images/train/benign/benign (95).png,./data/ultrasound/images/benign/benign (95).png,./mmibc/busi/masks/train/benign/benign (95)_mask.png,./data/ultrasound/masks/benign/benign (95)_mask.png
benign (88).png,0,benign,train,./mmibc/busi/images/train/benign/benign (88).png,./data/ultrasound/images/benign/benign (88).png,./mmibc/busi/masks/train/benign/benign (88)_mask.png,./data/ultrasound/masks/benign/benign (88)_mask.png
normal (93).png,0,normal,train,./mmibc/busi/images/train/benign/normal (93).png,./data/ultrasound/images/normal/normal (93).png,./mmibc/busi/masks/train/benign/normal (93)_mask.png,./data/ultrasound/masks/normal/normal (93)_mask.png
malignant (18).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (18).png,./data/ultrasound/images/malignant/malignant (18).png,./mmibc/busi/masks/train/malignant/malignant (18)_mask.png,./data/ultrasound/masks/malignant/malignant (18)_mask.png
normal (121).png,0,normal,train,./mmibc/busi/images/train/benign/normal (121).png,./data/ultrasound/images/normal/normal (121).png,./mmibc/busi/masks/train/benign/normal (121)_mask.png,./data/ultrasound/masks/normal/normal (121)_mask.png
malignant (47).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (47).png,./data/ultrasound/images/malignant/malignant (47).png,./mmibc/busi/masks/train/malignant/malignant (47)_mask.png,./data/ultrasound/masks/malignant/malignant (47)_mask.png
benign (198).png,0,benign,train,./mmibc/busi/images/train/benign/benign (198).png,./data/ultrasound/images/benign/benign (198).png,./mmibc/busi/masks/train/benign/benign (198)_mask.png,./data/ultrasound/masks/benign/benign (198)_mask.png
benign (364).png,0,benign,train,./mmibc/busi/images/train/benign/benign (364).png,./data/ultrasound/images/benign/benign (364).png,./mmibc/busi/masks/train/benign/benign (364)_mask.png,./data/ultrasound/masks/benign/benign (364)_mask.png
benign (128).png,0,benign,train,./mmibc/busi/images/train/benign/benign (128).png,./data/ultrasound/images/benign/benign (128).png,./mmibc/busi/masks/train/benign/benign (128)_mask.png,./data/ultrasound/masks/benign/benign (128)_mask.png
normal (58).png,0,normal,train,./mmibc/busi/images/train/benign/normal (58).png,./data/ultrasound/images/normal/normal (58).png,./mmibc/busi/masks/train/benign/normal (58)_mask.png,./data/ultrasound/masks/normal/normal (58)_mask.png
benign (48).png,0,benign,train,./mmibc/busi/images/train/benign/benign (48).png,./data/ultrasound/images/benign/benign (48).png,./mmibc/busi/masks/train/benign/benign (48)_mask.png,./data/ultrasound/masks/benign/benign (48)_mask.png
benign (161).png,0,benign,train,./mmibc/busi/images/train/benign/benign (161).png,./data/ultrasound/images/benign/benign (161).png,./mmibc/busi/masks/train/benign/benign (161)_mask.png,./data/ultrasound/masks/benign/benign (161)_mask.png
normal (124).png,0,normal,train,./mmibc/busi/images/train/benign/normal (124).png,./data/ultrasound/images/normal/normal (124).png,./mmibc/busi/masks/train/benign/normal (124)_mask.png,./data/ultrasound/masks/normal/normal (124)_mask.png
benign (41).png,0,benign,train,./mmibc/busi/images/train/benign/benign (41).png,./data/ultrasound/images/benign/benign (41).png,./mmibc/busi/masks/train/benign/benign (41)_mask.png,./data/ultrasound/masks/benign/benign (41)_mask.png
normal (63).png,0,normal,train,./mmibc/busi/images/train/benign/normal (63).png,./data/ultrasound/images/normal/normal (63).png,./mmibc/busi/masks/train/benign/normal (63)_mask.png,./data/ultrasound/masks/normal/normal (63)_mask.png
benign (404).png,0,benign,train,./mmibc/busi/images/train/benign/benign (404).png,./data/ultrasound/images/benign/benign (404).png,./mmibc/busi/masks/train/benign/benign (404)_mask.png,./data/ultrasound/masks/benign/benign (404)_mask.png
benign (26).png,0,benign,train,./mmibc/busi/images/train/benign/benign (26).png,./data/ultrasound/images/benign/benign (26).png,./mmibc/busi/masks/train/benign/benign (26)_mask.png,./data/ultrasound/masks/benign/benign (26)_mask.png
normal (1).png,0,normal,train,./mmibc/busi/images/train/benign/normal (1).png,./data/ultrasound/images/normal/normal (1).png,./mmibc/busi/masks/train/benign/normal (1)_mask.png,./data/ultrasound/masks/normal/normal (1)_mask.png
benign (56).png,0,benign,train,./mmibc/busi/images/train/benign/benign (56).png,./data/ultrasound/images/benign/benign (56).png,./mmibc/busi/masks/train/benign/benign (56)_mask.png,./data/ultrasound/masks/benign/benign (56)_mask.png
malignant (3).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (3).png,./data/ultrasound/images/malignant/malignant (3).png,./mmibc/busi/masks/train/malignant/malignant (3)_mask.png,./data/ultrasound/masks/malignant/malignant (3)_mask.png
benign (271).png,0,benign,train,./mmibc/busi/images/train/benign/benign (271).png,./data/ultrasound/images/benign/benign (271).png,./mmibc/busi/masks/train/benign/benign (271)_mask.png,./data/ultrasound/masks/benign/benign (271)_mask.png
normal (34).png,0,normal,train,./mmibc/busi/images/train/benign/normal (34).png,./data/ultrasound/images/normal/normal (34).png,./mmibc/busi/masks/train/benign/normal (34)_mask.png,./data/ultrasound/masks/normal/normal (34)_mask.png
normal (72).png,0,normal,train,./mmibc/busi/images/train/benign/normal (72).png,./data/ultrasound/images/normal/normal (72).png,./mmibc/busi/masks/train/benign/normal (72)_mask.png,./data/ultrasound/masks/normal/normal (72)_mask.png
malignant (151).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (151).png,./data/ultrasound/images/malignant/malignant (151).png,./mmibc/busi/masks/train/malignant/malignant (151)_mask.png,./data/ultrasound/masks/malignant/malignant (151)_mask.png
benign (17).png,0,benign,train,./mmibc/busi/images/train/benign/benign (17).png,./data/ultrasound/images/benign/benign (17).png,./mmibc/busi/masks/train/benign/benign (17)_mask.png,./data/ultrasound/masks/benign/benign (17)_mask.png
benign (278).png,0,benign,train,./mmibc/busi/images/train/benign/benign (278).png,./data/ultrasound/images/benign/benign (278).png,./mmibc/busi/masks/train/benign/benign (278)_mask.png,./data/ultrasound/masks/benign/benign (278)_mask.png
benign (323).png,0,benign,train,./mmibc/busi/images/train/benign/benign (323).png,./data/ultrasound/images/benign/benign (323).png,./mmibc/busi/masks/train/benign/benign (323)_mask.png,./data/ultrasound/masks/benign/benign (323)_mask.png
benign (250).png,0,benign,train,./mmibc/busi/images/train/benign/benign (250).png,./data/ultrasound/images/benign/benign (250).png,./mmibc/busi/masks/train/benign/benign (250)_mask.png,./data/ultrasound/masks/benign/benign (250)_mask.png
malignant (23).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (23).png,./data/ultrasound/images/malignant/malignant (23).png,./mmibc/busi/masks/train/malignant/malignant (23)_mask.png,./data/ultrasound/masks/malignant/malignant (23)_mask.png
normal (68).png,0,normal,train,./mmibc/busi/images/train/benign/normal (68).png,./data/ultrasound/images/normal/normal (68).png,./mmibc/busi/masks/train/benign/normal (68)_mask.png,./data/ultrasound/masks/normal/normal (68)_mask.png
benign (319).png,0,benign,train,./mmibc/busi/images/train/benign/benign (319).png,./data/ultrasound/images/benign/benign (319).png,./mmibc/busi/masks/train/benign/benign (319)_mask.png,./data/ultrasound/masks/benign/benign (319)_mask.png
malignant (122).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (122).png,./data/ultrasound/images/malignant/malignant (122).png,./mmibc/busi/masks/train/malignant/malignant (122)_mask.png,./data/ultrasound/masks/malignant/malignant (122)_mask.png
benign (71).png,0,benign,train,./mmibc/busi/images/train/benign/benign (71).png,./data/ultrasound/images/benign/benign (71).png,./mmibc/busi/masks/train/benign/benign (71)_mask.png,./data/ultrasound/masks/benign/benign (71)_mask.png
benign (185).png,0,benign,train,./mmibc/busi/images/train/benign/benign (185).png,./data/ultrasound/images/benign/benign (185).png,./mmibc/busi/masks/train/benign/benign (185)_mask.png,./data/ultrasound/masks/benign/benign (185)_mask.png
malignant (43).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (43).png,./data/ultrasound/images/malignant/malignant (43).png,./mmibc/busi/masks/train/malignant/malignant (43)_mask.png,./data/ultrasound/masks/malignant/malignant (43)_mask.png
benign (290).png,0,benign,train,./mmibc/busi/images/train/benign/benign (290).png,./data/ultrasound/images/benign/benign (290).png,./mmibc/busi/masks/train/benign/benign (290)_mask.png,./data/ultrasound/masks/benign/benign (290)_mask.png
benign (262).png,0,benign,train,./mmibc/busi/images/train/benign/benign (262).png,./data/ultrasound/images/benign/benign (262).png,./mmibc/busi/masks/train/benign/benign (262)_mask.png,./data/ultrasound/masks/benign/benign (262)_mask.png
malignant (107).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (107).png,./data/ultrasound/images/malignant/malignant (107).png,./mmibc/busi/masks/train/malignant/malignant (107)_mask.png,./data/ultrasound/masks/malignant/malignant (107)_mask.png
malignant (25).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (25).png,./data/ultrasound/images/malignant/malignant (25).png,./mmibc/busi/masks/train/malignant/malignant (25)_mask.png,./data/ultrasound/masks/malignant/malignant (25)_mask.png
normal (29).png,0,normal,train,./mmibc/busi/images/train/benign/normal (29).png,./data/ultrasound/images/normal/normal (29).png,./mmibc/busi/masks/train/benign/normal (29)_mask.png,./data/ultrasound/masks/normal/normal (29)_mask.png
benign (7).png,0,benign,train,./mmibc/busi/images/train/benign/benign (7).png,./data/ultrasound/images/benign/benign (7).png,./mmibc/busi/masks/train/benign/benign (7)_mask.png,./data/ultrasound/masks/benign/benign (7)_mask.png
malignant (34).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (34).png,./data/ultrasound/images/malignant/malignant (34).png,./mmibc/busi/masks/train/malignant/malignant (34)_mask.png,./data/ultrasound/masks/malignant/malignant (34)_mask.png
normal (17).png,0,normal,train,./mmibc/busi/images/train/benign/normal (17).png,./data/ultrasound/images/normal/normal (17).png,./mmibc/busi/masks/train/benign/normal (17)_mask.png,./data/ultrasound/masks/normal/normal (17)_mask.png
benign (172).png,0,benign,train,./mmibc/busi/images/train/benign/benign (172).png,./data/ultrasound/images/benign/benign (172).png,./mmibc/busi/masks/train/benign/benign (172)_mask.png,./data/ultrasound/masks/benign/benign (172)_mask.png
benign (295).png,0,benign,train,./mmibc/busi/images/train/benign/benign (295).png,./data/ultrasound/images/benign/benign (295).png,./mmibc/busi/masks/train/benign/benign (295)_mask.png,./data/ultrasound/masks/benign/benign (295)_mask.png
malignant (78).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (78).png,./data/ultrasound/images/malignant/malignant (78).png,./mmibc/busi/masks/train/malignant/malignant (78)_mask.png,./data/ultrasound/masks/malignant/malignant (78)_mask.png
normal (97).png,0,normal,train,./mmibc/busi/images/train/benign/normal (97).png,./data/ultrasound/images/normal/normal (97).png,./mmibc/busi/masks/train/benign/normal (97)_mask.png,./data/ultrasound/masks/normal/normal (97)_mask.png
malignant (50).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (50).png,./data/ultrasound/images/malignant/malignant (50).png,./mmibc/busi/masks/train/malignant/malignant (50)_mask.png,./data/ultrasound/masks/malignant/malignant (50)_mask.png
benign (171).png,0,benign,train,./mmibc/busi/images/train/benign/benign (171).png,./data/ultrasound/images/benign/benign (171).png,./mmibc/busi/masks/train/benign/benign (171)_mask.png,./data/ultrasound/masks/benign/benign (171)_mask.png
benign (186).png,0,benign,train,./mmibc/busi/images/train/benign/benign (186).png,./data/ultrasound/images/benign/benign (186).png,./mmibc/busi/masks/train/benign/benign (186)_mask.png,./data/ultrasound/masks/benign/benign (186)_mask.png
malignant (163).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (163).png,./data/ultrasound/images/malignant/malignant (163).png,./mmibc/busi/masks/train/malignant/malignant (163)_mask.png,./data/ultrasound/masks/malignant/malignant (163)_mask.png
malignant (171).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (171).png,./data/ultrasound/images/malignant/malignant (171).png,./mmibc/busi/masks/train/malignant/malignant (171)_mask.png,./data/ultrasound/masks/malignant/malignant (171)_mask.png
malignant (200).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (200).png,./data/ultrasound/images/malignant/malignant (200).png,./mmibc/busi/masks/train/malignant/malignant (200)_mask.png,./data/ultrasound/masks/malignant/malignant (200)_mask.png
benign (70).png,0,benign,train,./mmibc/busi/images/train/benign/benign (70).png,./data/ultrasound/images/benign/benign (70).png,./mmibc/busi/masks/train/benign/benign (70)_mask.png,./data/ultrasound/masks/benign/benign (70)_mask.png
benign (113).png,0,benign,train,./mmibc/busi/images/train/benign/benign (113).png,./data/ultrasound/images/benign/benign (113).png,./mmibc/busi/masks/train/benign/benign (113)_mask.png,./data/ultrasound/masks/benign/benign (113)_mask.png
malignant (124).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (124).png,./data/ultrasound/images/malignant/malignant (124).png,./mmibc/busi/masks/train/malignant/malignant (124)_mask.png,./data/ultrasound/masks/malignant/malignant (124)_mask.png
benign (76).png,0,benign,train,./mmibc/busi/images/train/benign/benign (76).png,./data/ultrasound/images/benign/benign (76).png,./mmibc/busi/masks/train/benign/benign (76)_mask.png,./data/ultrasound/masks/benign/benign (76)_mask.png
normal (56).png,0,normal,train,./mmibc/busi/images/train/benign/normal (56).png,./data/ultrasound/images/normal/normal (56).png,./mmibc/busi/masks/train/benign/normal (56)_mask.png,./data/ultrasound/masks/normal/normal (56)_mask.png
benign (298).png,0,benign,train,./mmibc/busi/images/train/benign/benign (298).png,./data/ultrasound/images/benign/benign (298).png,./mmibc/busi/masks/train/benign/benign (298)_mask.png,./data/ultrasound/masks/benign/benign (298)_mask.png
malignant (202).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (202).png,./data/ultrasound/images/malignant/malignant (202).png,./mmibc/busi/masks/train/malignant/malignant (202)_mask.png,./data/ultrasound/masks/malignant/malignant (202)_mask.png
benign (310).png,0,benign,train,./mmibc/busi/images/train/benign/benign (310).png,./data/ultrasound/images/benign/benign (310).png,./mmibc/busi/masks/train/benign/benign (310)_mask.png,./data/ultrasound/masks/benign/benign (310)_mask.png
benign (181).png,0,benign,train,./mmibc/busi/images/train/benign/benign (181).png,./data/ultrasound/images/benign/benign (181).png,./mmibc/busi/masks/train/benign/benign (181)_mask.png,./data/ultrasound/masks/benign/benign (181)_mask.png
benign (428).png,0,benign,train,./mmibc/busi/images/train/benign/benign (428).png,./data/ultrasound/images/benign/benign (428).png,./mmibc/busi/masks/train/benign/benign (428)_mask.png,./data/ultrasound/masks/benign/benign (428)_mask.png
benign (157).png,0,benign,train,./mmibc/busi/images/train/benign/benign (157).png,./data/ultrasound/images/benign/benign (157).png,./mmibc/busi/masks/train/benign/benign (157)_mask.png,./data/ultrasound/masks/benign/benign (157)_mask.png
benign (12).png,0,benign,train,./mmibc/busi/images/train/benign/benign (12).png,./data/ultrasound/images/benign/benign (12).png,./mmibc/busi/masks/train/benign/benign (12)_mask.png,./data/ultrasound/masks/benign/benign (12)_mask.png
benign (233).png,0,benign,train,./mmibc/busi/images/train/benign/benign (233).png,./data/ultrasound/images/benign/benign (233).png,./mmibc/busi/masks/train/benign/benign (233)_mask.png,./data/ultrasound/masks/benign/benign (233)_mask.png
benign (94).png,0,benign,train,./mmibc/busi/images/train/benign/benign (94).png,./data/ultrasound/images/benign/benign (94).png,./mmibc/busi/masks/train/benign/benign (94)_mask.png,./data/ultrasound/masks/benign/benign (94)_mask.png
benign (209).png,0,benign,train,./mmibc/busi/images/train/benign/benign (209).png,./data/ultrasound/images/benign/benign (209).png,./mmibc/busi/masks/train/benign/benign (209)_mask.png,./data/ultrasound/masks/benign/benign (209)_mask.png
malignant (55).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (55).png,./data/ultrasound/images/malignant/malignant (55).png,./mmibc/busi/masks/train/malignant/malignant (55)_mask.png,./data/ultrasound/masks/malignant/malignant (55)_mask.png
malignant (137).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (137).png,./data/ultrasound/images/malignant/malignant (137).png,./mmibc/busi/masks/train/malignant/malignant (137)_mask.png,./data/ultrasound/masks/malignant/malignant (137)_mask.png
benign (163).png,0,benign,train,./mmibc/busi/images/train/benign/benign (163).png,./data/ultrasound/images/benign/benign (163).png,./mmibc/busi/masks/train/benign/benign (163)_mask.png,./data/ultrasound/masks/benign/benign (163)_mask.png
benign (390).png,0,benign,train,./mmibc/busi/images/train/benign/benign (390).png,./data/ultrasound/images/benign/benign (390).png,./mmibc/busi/masks/train/benign/benign (390)_mask.png,./data/ultrasound/masks/benign/benign (390)_mask.png
benign (139).png,0,benign,train,./mmibc/busi/images/train/benign/benign (139).png,./data/ultrasound/images/benign/benign (139).png,./mmibc/busi/masks/train/benign/benign (139)_mask.png,./data/ultrasound/masks/benign/benign (139)_mask.png
malignant (109).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (109).png,./data/ultrasound/images/malignant/malignant (109).png,./mmibc/busi/masks/train/malignant/malignant (109)_mask.png,./data/ultrasound/masks/malignant/malignant (109)_mask.png
benign (115).png,0,benign,train,./mmibc/busi/images/train/benign/benign (115).png,./data/ultrasound/images/benign/benign (115).png,./mmibc/busi/masks/train/benign/benign (115)_mask.png,./data/ultrasound/masks/benign/benign (115)_mask.png
benign (370).png,0,benign,train,./mmibc/busi/images/train/benign/benign (370).png,./data/ultrasound/images/benign/benign (370).png,./mmibc/busi/masks/train/benign/benign (370)_mask.png,./data/ultrasound/masks/benign/benign (370)_mask.png
normal (32).png,0,normal,train,./mmibc/busi/images/train/benign/normal (32).png,./data/ultrasound/images/normal/normal (32).png,./mmibc/busi/masks/train/benign/normal (32)_mask.png,./data/ultrasound/masks/normal/normal (32)_mask.png
benign (192).png,0,benign,train,./mmibc/busi/images/train/benign/benign (192).png,./data/ultrasound/images/benign/benign (192).png,./mmibc/busi/masks/train/benign/benign (192)_mask.png,./data/ultrasound/masks/benign/benign (192)_mask.png
benign (230).png,0,benign,train,./mmibc/busi/images/train/benign/benign (230).png,./data/ultrasound/images/benign/benign (230).png,./mmibc/busi/masks/train/benign/benign (230)_mask.png,./data/ultrasound/masks/benign/benign (230)_mask.png
benign (259).png,0,benign,train,./mmibc/busi/images/train/benign/benign (259).png,./data/ultrasound/images/benign/benign (259).png,./mmibc/busi/masks/train/benign/benign (259)_mask.png,./data/ultrasound/masks/benign/benign (259)_mask.png
normal (33).png,0,normal,train,./mmibc/busi/images/train/benign/normal (33).png,./data/ultrasound/images/normal/normal (33).png,./mmibc/busi/masks/train/benign/normal (33)_mask.png,./data/ultrasound/masks/normal/normal (33)_mask.png
normal (46).png,0,normal,train,./mmibc/busi/images/train/benign/normal (46).png,./data/ultrasound/images/normal/normal (46).png,./mmibc/busi/masks/train/benign/normal (46)_mask.png,./data/ultrasound/masks/normal/normal (46)_mask.png
benign (431).png,0,benign,train,./mmibc/busi/images/train/benign/benign (431).png,./data/ultrasound/images/benign/benign (431).png,./mmibc/busi/masks/train/benign/benign (431)_mask.png,./data/ultrasound/masks/benign/benign (431)_mask.png
malignant (48).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (48).png,./data/ultrasound/images/malignant/malignant (48).png,./mmibc/busi/masks/train/malignant/malignant (48)_mask.png,./data/ultrasound/masks/malignant/malignant (48)_mask.png
benign (67).png,0,benign,train,./mmibc/busi/images/train/benign/benign (67).png,./data/ultrasound/images/benign/benign (67).png,./mmibc/busi/masks/train/benign/benign (67)_mask.png,./data/ultrasound/masks/benign/benign (67)_mask.png
malignant (8).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (8).png,./data/ultrasound/images/malignant/malignant (8).png,./mmibc/busi/masks/train/malignant/malignant (8)_mask.png,./data/ultrasound/masks/malignant/malignant (8)_mask.png
benign (216).png,0,benign,train,./mmibc/busi/images/train/benign/benign (216).png,./data/ultrasound/images/benign/benign (216).png,./mmibc/busi/masks/train/benign/benign (216)_mask.png,./data/ultrasound/masks/benign/benign (216)_mask.png
normal (57).png,0,normal,train,./mmibc/busi/images/train/benign/normal (57).png,./data/ultrasound/images/normal/normal (57).png,./mmibc/busi/masks/train/benign/normal (57)_mask.png,./data/ultrasound/masks/normal/normal (57)_mask.png
benign (343).png,0,benign,train,./mmibc/busi/images/train/benign/benign (343).png,./data/ultrasound/images/benign/benign (343).png,./mmibc/busi/masks/train/benign/benign (343)_mask.png,./data/ultrasound/masks/benign/benign (343)_mask.png
benign (397).png,0,benign,train,./mmibc/busi/images/train/benign/benign (397).png,./data/ultrasound/images/benign/benign (397).png,./mmibc/busi/masks/train/benign/benign (397)_mask.png,./data/ultrasound/masks/benign/benign (397)_mask.png
normal (90).png,0,normal,train,./mmibc/busi/images/train/benign/normal (90).png,./data/ultrasound/images/normal/normal (90).png,./mmibc/busi/masks/train/benign/normal (90)_mask.png,./data/ultrasound/masks/normal/normal (90)_mask.png
benign (217).png,0,benign,train,./mmibc/busi/images/train/benign/benign (217).png,./data/ultrasound/images/benign/benign (217).png,./mmibc/busi/masks/train/benign/benign (217)_mask.png,./data/ultrasound/masks/benign/benign (217)_mask.png
benign (399).png,0,benign,train,./mmibc/busi/images/train/benign/benign (399).png,./data/ultrasound/images/benign/benign (399).png,./mmibc/busi/masks/train/benign/benign (399)_mask.png,./data/ultrasound/masks/benign/benign (399)_mask.png
benign (130).png,0,benign,train,./mmibc/busi/images/train/benign/benign (130).png,./data/ultrasound/images/benign/benign (130).png,./mmibc/busi/masks/train/benign/benign (130)_mask.png,./data/ultrasound/masks/benign/benign (130)_mask.png
benign (276).png,0,benign,train,./mmibc/busi/images/train/benign/benign (276).png,./data/ultrasound/images/benign/benign (276).png,./mmibc/busi/masks/train/benign/benign (276)_mask.png,./data/ultrasound/masks/benign/benign (276)_mask.png
normal (128).png,0,normal,train,./mmibc/busi/images/train/benign/normal (128).png,./data/ultrasound/images/normal/normal (128).png,./mmibc/busi/masks/train/benign/normal (128)_mask.png,./data/ultrasound/masks/normal/normal (128)_mask.png
benign (358).png,0,benign,train,./mmibc/busi/images/train/benign/benign (358).png,./data/ultrasound/images/benign/benign (358).png,./mmibc/busi/masks/train/benign/benign (358)_mask.png,./data/ultrasound/masks/benign/benign (358)_mask.png
benign (72).png,0,benign,train,./mmibc/busi/images/train/benign/benign (72).png,./data/ultrasound/images/benign/benign (72).png,./mmibc/busi/masks/train/benign/benign (72)_mask.png,./data/ultrasound/masks/benign/benign (72)_mask.png
normal (67).png,0,normal,train,./mmibc/busi/images/train/benign/normal (67).png,./data/ultrasound/images/normal/normal (67).png,./mmibc/busi/masks/train/benign/normal (67)_mask.png,./data/ultrasound/masks/normal/normal (67)_mask.png
benign (275).png,0,benign,train,./mmibc/busi/images/train/benign/benign (275).png,./data/ultrasound/images/benign/benign (275).png,./mmibc/busi/masks/train/benign/benign (275)_mask.png,./data/ultrasound/masks/benign/benign (275)_mask.png
